Area Served,Callsign,Frequency(kHz),Purpose,Site Id,Site Name,Lat_Deg,Lat_Hr,Lat_Min,Lon_Deg,Lon_Hr,Lon_Min,BSL,Licence Area,lat_dec,lon_dec
Boolarra,GLV47,662.5,Retransmission,41125,Broadcast Site Off Bunderra Drive 1 km NW of BOOLARRA,38.0,22.0,33.0,146.0,15.0,47.0,,,-37.62416666666667,146.26305555555555
Boolarra,ABC49,676.5,Retransmission,41125,Broadcast Site Off Bunderra Drive 1 km NW of BOOLARRA,38.0,22.0,33.0,146.0,15.0,47.0,,,-37.62416666666667,146.26305555555555
Boolarra,VTV50,683.5,Retransmission,41125,Broadcast Site Off Bunderra Drive 1 km NW of BOOLARRA,38.0,22.0,33.0,146.0,15.0,47.0,,,-37.62416666666667,146.26305555555555
Boolarra,SBS51,690.5,Retransmission,41125,Broadcast Site Off Bunderra Drive 1 km NW of BOOLARRA,38.0,22.0,33.0,146.0,15.0,47.0,,,-37.62416666666667,146.26305555555555
Bordertown,SBS41,620.5,National,23665,Telstra Radio Terminal 24 Dunsley St BORDERTOWN,36.0,18.0,22.0,140.0,45.0,50.0,,,-35.69388888888889,140.76388888888889
Bordertown,ABC42,627.5,National,23665,Telstra Radio Terminal 24 Dunsley St BORDERTOWN,36.0,18.0,22.0,140.0,45.0,50.0,,,-35.69388888888889,140.76388888888889
Bordertown,MGS43,634.5,Commercial,23650,Television Tower SW cnr Cannwigara Rd and Ramsay Tce BORDERTOWN,36.0,18.0,33.0,140.0,45.0,31.0,1150799,MOUNT GAMBIER/SOUTH EAST TV1,-35.69083333333334,140.75861111111112
Bordertown,SDS44,641.5,Commercial,23650,Television Tower SW cnr Cannwigara Rd and Ramsay Tce BORDERTOWN,36.0,18.0,33.0,140.0,45.0,31.0,1130144,MOUNT GAMBIER/SOUTH EAST TV1,-35.69083333333334,140.75861111111112
Bordertown,SES45,648.5,Commercial,23650,Television Tower SW cnr Cannwigara Rd and Ramsay Tce BORDERTOWN,36.0,18.0,33.0,140.0,45.0,31.0,10330,MOUNT GAMBIER/SOUTH EAST TV1,-35.69083333333334,140.75861111111112
Bright,SBS28,529.5,National,150876,Telstra Tower Apex Lookout off Mount Porepunkah Rd  1.5 km NE of BRIGHT,36.0,42.0,57.0,146.0,58.0,22.0,,,-35.284166666666664,146.9727777777778
Bright,AMV29,536.5,Commercial,150876,Telstra Tower Apex Lookout off Mount Porepunkah Rd  1.5 km NE of BRIGHT,36.0,42.0,57.0,146.0,58.0,22.0,103,REGIONAL VICTORIA TV1,-35.284166666666664,146.9727777777778
Bright,VTV30,543.5,Commercial,150876,Telstra Tower Apex Lookout off Mount Porepunkah Rd  1.5 km NE of BRIGHT,36.0,42.0,57.0,146.0,58.0,22.0,107,REGIONAL VICTORIA TV1,-35.284166666666664,146.9727777777778
Bright,ABC31,550.5,National,150876,Telstra Tower Apex Lookout off Mount Porepunkah Rd  1.5 km NE of BRIGHT,36.0,42.0,57.0,146.0,58.0,22.0,,,-35.284166666666664,146.9727777777778
Bright,GLV32,557.5,Commercial,150876,Telstra Tower Apex Lookout off Mount Porepunkah Rd  1.5 km NE of BRIGHT,36.0,42.0,57.0,146.0,58.0,22.0,106,EASTERN VICTORIA TV1,-35.284166666666664,146.9727777777778
Broadford,SBS46,655.5,Retransmission,306052,Mitchell Shire Council Site 10 km ENE of Broadford MT HICKEY,37.0,10.0,35.0,145.0,9.0,9.0,,,-36.82361111111111,145.1525
Broadford,ABC47,662.5,Retransmission,306052,Mitchell Shire Council Site 10 km ENE of Broadford MT HICKEY,37.0,10.0,35.0,145.0,9.0,9.0,,,-36.82361111111111,145.1525
Broadford,AMV48,669.5,Retransmission,306052,Mitchell Shire Council Site 10 km ENE of Broadford MT HICKEY,37.0,10.0,35.0,145.0,9.0,9.0,,,-36.82361111111111,145.1525
Broadford,VTV49,676.5,Retransmission,306052,Mitchell Shire Council Site 10 km ENE of Broadford MT HICKEY,37.0,10.0,35.0,145.0,9.0,9.0,,,-36.82361111111111,145.1525
Broadford,BCV50,683.5,Retransmission,306052,Mitchell Shire Council Site 10 km ENE of Broadford MT HICKEY,37.0,10.0,35.0,145.0,9.0,9.0,,,-36.82361111111111,145.1525
Bruthen,SBS46,655.5,National,9001279,Broadcast Australia/Wideband Networks Site Jennings Hill BRUTHEN,37.0,44.0,17.0,147.0,51.0,2.0,,,-36.261944444444445,147.85055555555556
Bruthen,ABC47,662.5,National,9001279,Broadcast Australia/Wideband Networks Site Jennings Hill BRUTHEN,37.0,44.0,17.0,147.0,51.0,2.0,,,-36.261944444444445,147.85055555555556
Burra,SBS34,571.5,National,41322,Broadcast Site The Stock Route Site BURRA,33.0,40.0,24.0,138.0,56.0,27.0,,,-32.32666666666667,138.94083333333333
Burra,ABC35,578.5,National,41322,Broadcast Site The Stock Route Site BURRA,33.0,40.0,24.0,138.0,56.0,27.0,,,-32.32666666666667,138.94083333333333
Burra,SGS36,585.5,Commercial,41322,Broadcast Site The Stock Route Site BURRA,33.0,40.0,24.0,138.0,56.0,27.0,1150798,SPENCER GULF TV1,-32.32666666666667,138.94083333333333
Burra,GDS37,592.5,Commercial,41322,Broadcast Site The Stock Route Site BURRA,33.0,40.0,24.0,138.0,56.0,27.0,1130142,SPENCER GULF TV1,-32.32666666666667,138.94083333333333
Burra,GTS39,606.5,Commercial,41322,Broadcast Site The Stock Route Site BURRA,33.0,40.0,24.0,138.0,56.0,27.0,10234,SPENCER GULF TV1,-32.32666666666667,138.94083333333333
Burra IBL,SGS48,669.5,Commercial,153541,Link Site  BALD HILL NORTH,33.0,40.0,24.0,138.0,52.0,56.0,1150798,SPENCER GULF TV1,-32.32666666666667,138.88222222222223
Burra IBL,GDS49,676.5,Commercial,153541,Link Site  BALD HILL NORTH,33.0,40.0,24.0,138.0,52.0,56.0,1130142,SPENCER GULF TV1,-32.32666666666667,138.88222222222223
Burra IBL,GTS50,683.5,Commercial,153541,Link Site  BALD HILL NORTH,33.0,40.0,24.0,138.0,52.0,56.0,10234,SPENCER GULF TV1,-32.32666666666667,138.88222222222223
Cann River,SBS46,655.5,National,12096,Telstra Radio Terminal 49 km ENE of Orbost DONALD KNOB,37.0,35.0,38.0,148.0,59.0,41.0,,,-36.40611111111111,148.9947222222222
Cann River,ABC47,662.5,National,12096,Telstra Radio Terminal 49 km ENE of Orbost DONALD KNOB,37.0,35.0,38.0,148.0,59.0,41.0,,,-36.40611111111111,148.9947222222222
Cann River,VTV48,669.5,Commercial,12096,Telstra Radio Terminal 49 km ENE of Orbost DONALD KNOB,37.0,35.0,38.0,148.0,59.0,41.0,107,REGIONAL VICTORIA TV1,-36.40611111111111,148.9947222222222
Cann River,AMV49,676.5,Commercial,12096,Telstra Radio Terminal 49 km ENE of Orbost DONALD KNOB,37.0,35.0,38.0,148.0,59.0,41.0,103,REGIONAL VICTORIA TV1,-36.40611111111111,148.9947222222222
Cann River,GLV50,683.5,Commercial,12096,Telstra Radio Terminal 49 km ENE of Orbost DONALD KNOB,37.0,35.0,38.0,148.0,59.0,41.0,106,EASTERN VICTORIA TV1,-36.40611111111111,148.9947222222222
Cape Jervis,SBS41,620.5,Retransmission,153273,Broadcast Site Sappers Rd CAPE JERVIS,35.0,35.0,50.0,138.0,8.0,19.0,,,-34.40277777777778,138.13861111111112
Cape Jervis,ABC42,627.5,Retransmission,153273,Broadcast Site Sappers Rd CAPE JERVIS,35.0,35.0,50.0,138.0,8.0,19.0,,,-34.40277777777778,138.13861111111112
Cape Jervis,SAS43,634.5,Retransmission,153273,Broadcast Site Sappers Rd CAPE JERVIS,35.0,35.0,50.0,138.0,8.0,19.0,,,-34.40277777777778,138.13861111111112
Cape Jervis,NWS44,641.5,Retransmission,153273,Broadcast Site Sappers Rd CAPE JERVIS,35.0,35.0,50.0,138.0,8.0,19.0,,,-34.40277777777778,138.13861111111112
Cape Jervis,ADS45,648.5,Retransmission,153273,Broadcast Site Sappers Rd CAPE JERVIS,35.0,35.0,50.0,138.0,8.0,19.0,,,-34.40277777777778,138.13861111111112
Caralue Bluff,SBS46,655.5,National,25133,Broadcast Site  CARALUE BLUFF,33.0,16.0,59.0,136.0,10.0,58.0,,,-32.716944444444444,136.18277777777777
Caralue Bluff,ABC47,662.5,National,25133,Broadcast Site  CARALUE BLUFF,33.0,16.0,59.0,136.0,10.0,58.0,,,-32.716944444444444,136.18277777777777
Carrickalinga,SAS46,655.5,Retransmission,150546,Broadcast Site 0.5 km E of Haycock Point CARRICKALINGA,35.0,25.0,12.0,138.0,19.0,39.0,,,-34.580000000000005,138.3275
Carrickalinga,NWS47,662.5,Retransmission,150546,Broadcast Site 0.5 km E of Haycock Point CARRICKALINGA,35.0,25.0,12.0,138.0,19.0,39.0,,,-34.580000000000005,138.3275
Carrickalinga,ADS48,669.5,Retransmission,150546,Broadcast Site 0.5 km E of Haycock Point CARRICKALINGA,35.0,25.0,12.0,138.0,19.0,39.0,,,-34.580000000000005,138.3275
Carrickalinga,ABC49,676.5,Retransmission,150546,Broadcast Site 0.5 km E of Haycock Point CARRICKALINGA,35.0,25.0,12.0,138.0,19.0,39.0,,,-34.580000000000005,138.3275
Carrickalinga,SBS50,683.5,Retransmission,150546,Broadcast Site 0.5 km E of Haycock Point CARRICKALINGA,35.0,25.0,12.0,138.0,19.0,39.0,,,-34.580000000000005,138.3275
Casterton,ABC41,620.5,National,41112,Broadcast Site Seeleys Hill CASTERTON,37.0,34.0,34.0,141.0,24.0,37.0,,,-36.42388888888888,141.4102777777778
Casterton,AMV42,627.5,Commercial,41112,Broadcast Site Seeleys Hill CASTERTON,37.0,34.0,34.0,141.0,24.0,37.0,103,REGIONAL VICTORIA TV1,-36.42388888888888,141.4102777777778
Casterton,VTV43,634.5,Commercial,41112,Broadcast Site Seeleys Hill CASTERTON,37.0,34.0,34.0,141.0,24.0,37.0,107,REGIONAL VICTORIA TV1,-36.42388888888888,141.4102777777778
Casterton,BCV44,641.5,Commercial,41112,Broadcast Site Seeleys Hill CASTERTON,37.0,34.0,34.0,141.0,24.0,37.0,104,WESTERN VICTORIA TV1,-36.42388888888888,141.4102777777778
Casterton,SBS45,648.5,National,41112,Broadcast Site Seeleys Hill CASTERTON,37.0,34.0,34.0,141.0,24.0,37.0,,,-36.42388888888888,141.4102777777778
Ceduna/Smoky Bay,QQQ28,529.5,Commercial,25295,Telstra Site Kongwirra Hill  45549A Eyre Hwy MERGHINY,32.0,8.0,20.0,133.0,47.0,22.0,4285,REMOTE CENTRAL & EASTERN AUSTRALIA TV2,-31.86111111111111,133.78944444444446
Ceduna/Smoky Bay,IMP30,543.5,Commercial,25295,Telstra Site Kongwirra Hill  45549A Eyre Hwy MERGHINY,32.0,8.0,20.0,133.0,47.0,22.0,2898,REMOTE CENTRAL & EASTERN AUSTRALIA TV1,-31.86111111111111,133.78944444444446
Ceduna/Smoky Bay,CDT34,571.5,Commercial,25295,Telstra Site Kongwirra Hill  45549A Eyre Hwy MERGHINY,32.0,8.0,20.0,133.0,47.0,22.0,1130050,REMOTE CENTRAL & EASTERN AUSTRALIA TV2,-31.86111111111111,133.78944444444446
Ceduna/Smoky Bay,ABC39,606.5,National,25295,Telstra Site Kongwirra Hill  45549A Eyre Hwy MERGHINY,32.0,8.0,20.0,133.0,47.0,22.0,,,-31.86111111111111,133.78944444444446
Ceduna/Smoky Bay,SBS40,613.5,National,25295,Telstra Site Kongwirra Hill  45549A Eyre Hwy MERGHINY,32.0,8.0,20.0,133.0,47.0,22.0,,,-31.86111111111111,133.78944444444446
Charlton,SBS40,613.5,Retransmission,139388,Water Tank View Street CHARLTON,36.0,15.0,32.0,143.0,20.0,48.0,,,-35.74111111111111,143.34666666666666
Charlton,ABC41,620.5,Retransmission,139388,Water Tank View Street CHARLTON,36.0,15.0,32.0,143.0,20.0,48.0,,,-35.74111111111111,143.34666666666666
Charlton,AMV42,627.5,Retransmission,139388,Water Tank View Street CHARLTON,36.0,15.0,32.0,143.0,20.0,48.0,,,-35.74111111111111,143.34666666666666
Charlton,VTV43,634.5,Retransmission,139388,Water Tank View Street CHARLTON,36.0,15.0,32.0,143.0,20.0,48.0,,,-35.74111111111111,143.34666666666666
Charlton,BCV44,641.5,Retransmission,139388,Water Tank View Street CHARLTON,36.0,15.0,32.0,143.0,20.0,48.0,,,-35.74111111111111,143.34666666666666
Churchill,AMV46,655.5,Commercial,40943,Broadcast Site Mills Trig Pt East of CHURCHILL,38.0,18.0,10.0,146.0,27.0,40.0,103,REGIONAL VICTORIA TV1,-37.69722222222222,146.4611111111111
Churchill,GLV47,662.5,Commercial,40943,Broadcast Site Mills Trig Pt East of CHURCHILL,38.0,18.0,10.0,146.0,27.0,40.0,106,EASTERN VICTORIA TV1,-37.69722222222222,146.4611111111111
Churchill,ABC49,676.5,National,40943,Broadcast Site Mills Trig Pt East of CHURCHILL,38.0,18.0,10.0,146.0,27.0,40.0,,,-37.69722222222222,146.4611111111111
Churchill,VTV50,683.5,Commercial,40943,Broadcast Site Mills Trig Pt East of CHURCHILL,38.0,18.0,10.0,146.0,27.0,40.0,107,REGIONAL VICTORIA TV1,-37.69722222222222,146.4611111111111
Churchill,SBS51,690.5,National,40943,Broadcast Site Mills Trig Pt East of CHURCHILL,38.0,18.0,10.0,146.0,27.0,40.0,,,-37.69722222222222,146.4611111111111
Clare,SBS46,655.5,National,24461,Broadcast site Water Tank CLARE,33.0,50.0,31.0,138.0,36.0,19.0,,,-32.158055555555556,138.6052777777778
Clare,ABC47,662.5,National,24461,Broadcast site Water Tank CLARE,33.0,50.0,31.0,138.0,36.0,19.0,,,-32.158055555555556,138.6052777777778
Clare,SGS48,669.5,Commercial,24461,Broadcast site Water Tank CLARE,33.0,50.0,31.0,138.0,36.0,19.0,1150798,SPENCER GULF TV1,-32.158055555555556,138.6052777777778
Clare,GDS49,676.5,Commercial,24461,Broadcast site Water Tank CLARE,33.0,50.0,31.0,138.0,36.0,19.0,1130142,SPENCER GULF TV1,-32.158055555555556,138.6052777777778
Clare,GTS50,683.5,Commercial,24461,Broadcast site Water Tank CLARE,33.0,50.0,31.0,138.0,36.0,19.0,10234,SPENCER GULF TV1,-32.158055555555556,138.6052777777778
Cobden,SBS40,613.5,National,40578,Broadcast Australia Site 3 km SSE of CAMPERDOWN,38.0,15.0,45.0,143.0,9.0,39.0,,,-37.7375,143.16083333333333
Cobden,ABC41,620.5,National,40578,Broadcast Australia Site 3 km SSE of CAMPERDOWN,38.0,15.0,45.0,143.0,9.0,39.0,,,-37.7375,143.16083333333333
Cobden,AMV42,627.5,Commercial,40578,Broadcast Australia Site 3 km SSE of CAMPERDOWN,38.0,15.0,45.0,143.0,9.0,39.0,103,REGIONAL VICTORIA TV1,-37.7375,143.16083333333333
Cobden,VTV43,634.5,Commercial,40578,Broadcast Australia Site 3 km SSE of CAMPERDOWN,38.0,15.0,45.0,143.0,9.0,39.0,107,REGIONAL VICTORIA TV1,-37.7375,143.16083333333333
Cobden,BCV44,641.5,Commercial,40578,Broadcast Australia Site 3 km SSE of CAMPERDOWN,38.0,15.0,45.0,143.0,9.0,39.0,104,WESTERN VICTORIA TV1,-37.7375,143.16083333333333
Coffin Bay,SGS40,613.5,Commercial,24962,Broadcast/Telstra Site Coffin Bay Lookout COFFIN BAY,34.0,37.0,16.0,135.0,29.0,5.0,1150798,SPENCER GULF TV1,-33.37888888888889,135.48472222222222
Coffin Bay,GTS41,620.5,Commercial,24962,Broadcast/Telstra Site Coffin Bay Lookout COFFIN BAY,34.0,37.0,16.0,135.0,29.0,5.0,10234,SPENCER GULF TV1,-33.37888888888889,135.48472222222222
Coffin Bay,GDS42,627.5,Commercial,24962,Broadcast/Telstra Site Coffin Bay Lookout COFFIN BAY,34.0,37.0,16.0,135.0,29.0,5.0,1130142,SPENCER GULF TV1,-33.37888888888889,135.48472222222222
Coffin Bay,ABC44,641.5,National,24962,Broadcast/Telstra Site Coffin Bay Lookout COFFIN BAY,34.0,37.0,16.0,135.0,29.0,5.0,,,-33.37888888888889,135.48472222222222
Coffin Bay,SBS45,648.5,National,24962,Broadcast/Telstra Site Coffin Bay Lookout COFFIN BAY,34.0,37.0,16.0,135.0,29.0,5.0,,,-33.37888888888889,135.48472222222222
Cohuna,SBS40,613.5,Retransmission,305692,Optus Site Roney Property Weinberg St COHUNA,35.0,48.0,21.0,144.0,12.0,29.0,,,-34.19416666666667,144.20805555555555
Cohuna,ABC41,620.5,Retransmission,305692,Optus Site Roney Property Weinberg St COHUNA,35.0,48.0,21.0,144.0,12.0,29.0,,,-34.19416666666667,144.20805555555555
Cohuna,AMV42,627.5,Retransmission,305692,Optus Site Roney Property Weinberg St COHUNA,35.0,48.0,21.0,144.0,12.0,29.0,,,-34.19416666666667,144.20805555555555
Cohuna,VTV43,634.5,Retransmission,305692,Optus Site Roney Property Weinberg St COHUNA,35.0,48.0,21.0,144.0,12.0,29.0,,,-34.19416666666667,144.20805555555555
Cohuna,BCV44,641.5,Retransmission,305692,Optus Site Roney Property Weinberg St COHUNA,35.0,48.0,21.0,144.0,12.0,29.0,,,-34.19416666666667,144.20805555555555
Colac,ABC47,662.5,National,11700,Broadcast Australia Site Warrion Hill  off Warrion Hill Rd WARRION,38.0,13.0,26.0,143.0,31.0,46.0,,,-37.776111111111106,143.52944444444447
Colac,VTV48,669.5,Commercial,11700,Broadcast Australia Site Warrion Hill  off Warrion Hill Rd WARRION,38.0,13.0,26.0,143.0,31.0,46.0,107,REGIONAL VICTORIA TV1,-37.776111111111106,143.52944444444447
Colac,SBS49,676.5,National,11700,Broadcast Australia Site Warrion Hill  off Warrion Hill Rd WARRION,38.0,13.0,26.0,143.0,31.0,46.0,,,-37.776111111111106,143.52944444444447
Colac,BCV50,683.5,Commercial,11700,Broadcast Australia Site Warrion Hill  off Warrion Hill Rd WARRION,38.0,13.0,26.0,143.0,31.0,46.0,104,WESTERN VICTORIA TV1,-37.776111111111106,143.52944444444447
Colac,AMV51,690.5,Commercial,11700,Broadcast Australia Site Warrion Hill  off Warrion Hill Rd WARRION,38.0,13.0,26.0,143.0,31.0,46.0,103,REGIONAL VICTORIA TV1,-37.776111111111106,143.52944444444447
Coleraine,ABC47,662.5,National,40596,Telstra Site McKendry Hill 2 km SE of COLERAINE,37.0,37.0,1.0,141.0,42.0,17.0,,,-36.38305555555556,141.70472222222222
Coober Pedy,ABC7,184.5,National,25589,Telstra North Site Traeger Street COOBER PEDY,29.0,0.0,42.0,134.0,45.0,33.0,,,-28.988333333333333,134.75916666666666
Coober Pedy,QQQ28,529.5,Commercial,151366,Imparja Site Traeger Street COOBER PEDY,29.0,0.0,38.0,134.0,45.0,34.0,4285,REMOTE CENTRAL & EASTERN AUSTRALIA TV2,-28.989444444444445,134.75944444444445
Coober Pedy,IMP30,543.5,Commercial,151366,Imparja Site Traeger Street COOBER PEDY,29.0,0.0,38.0,134.0,45.0,34.0,2898,REMOTE CENTRAL & EASTERN AUSTRALIA TV1,-28.989444444444445,134.75944444444445
Coober Pedy,CDT32,557.5,Commercial,151366,Imparja Site Traeger Street COOBER PEDY,29.0,0.0,38.0,134.0,45.0,34.0,1130050,REMOTE CENTRAL & EASTERN AUSTRALIA TV2,-28.989444444444445,134.75944444444445
Coober Pedy,SBS34,571.5,National,151366,Imparja Site Traeger Street COOBER PEDY,29.0,0.0,38.0,134.0,45.0,34.0,,,-28.989444444444445,134.75944444444445
Corryong,GLV34,571.5,Commercial,40979,Broadcast Australia Site Mt Elliot Ridge Track TOWONG,36.0,11.0,8.0,147.0,58.0,36.0,106,EASTERN VICTORIA TV1,-35.81444444444445,147.97666666666666
Corryong,SBS35,578.5,National,40979,Broadcast Australia Site Mt Elliot Ridge Track TOWONG,36.0,11.0,8.0,147.0,58.0,36.0,,,-35.81444444444445,147.97666666666666
Corryong,ABC36,585.5,National,40979,Broadcast Australia Site Mt Elliot Ridge Track TOWONG,36.0,11.0,8.0,147.0,58.0,36.0,,,-35.81444444444445,147.97666666666666
Corryong,AMV37,592.5,Commercial,40979,Broadcast Australia Site Mt Elliot Ridge Track TOWONG,36.0,11.0,8.0,147.0,58.0,36.0,103,REGIONAL VICTORIA TV1,-35.81444444444445,147.97666666666666
Corryong,VTV38,599.5,Commercial,40979,Broadcast Australia Site Mt Elliot Ridge Track TOWONG,36.0,11.0,8.0,147.0,58.0,36.0,107,REGIONAL VICTORIA TV1,-35.81444444444445,147.97666666666666
Cowell,GTS34,571.5,Commercial,24866,Broadcast Australia Site 16km NW of Cowell MT OLINTHUS,33.0,34.0,38.0,136.0,47.0,50.0,10234,SPENCER GULF TV1,-32.422777777777775,136.79722222222222
Cowell,SGS35,578.5,Commercial,24866,Broadcast Australia Site 16km NW of Cowell MT OLINTHUS,33.0,34.0,38.0,136.0,47.0,50.0,1150798,SPENCER GULF TV1,-32.422777777777775,136.79722222222222
Cowell,ABC36,585.5,National,24866,Broadcast Australia Site 16km NW of Cowell MT OLINTHUS,33.0,34.0,38.0,136.0,47.0,50.0,,,-32.422777777777775,136.79722222222222
Cowell,GDS37,592.5,Commercial,24866,Broadcast Australia Site 16km NW of Cowell MT OLINTHUS,33.0,34.0,38.0,136.0,47.0,50.0,1130142,SPENCER GULF TV1,-32.422777777777775,136.79722222222222
Cowell,SBS39,606.5,National,24866,Broadcast Australia Site 16km NW of Cowell MT OLINTHUS,33.0,34.0,38.0,136.0,47.0,50.0,,,-32.422777777777775,136.79722222222222
Craigmore/Hillbank,SBS34,571.625,National,138944,Broadcast Site Lot 100 Uley Road ELIZABETH DOWNS,34.0,41.0,43.0,138.0,42.0,18.0,,,-33.304722222222225,138.70499999999998
Craigmore/Hillbank,SAS35,578.625,Commercial,138944,Broadcast Site Lot 100 Uley Road ELIZABETH DOWNS,34.0,41.0,43.0,138.0,42.0,18.0,122,ADELAIDE TV1,-33.304722222222225,138.70499999999998
Craigmore/Hillbank,NWS36,585.625,Commercial,138944,Broadcast Site Lot 100 Uley Road ELIZABETH DOWNS,34.0,41.0,43.0,138.0,42.0,18.0,121,ADELAIDE TV1,-33.304722222222225,138.70499999999998
Craigmore/Hillbank,ADS37,592.625,Commercial,138944,Broadcast Site Lot 100 Uley Road ELIZABETH DOWNS,34.0,41.0,43.0,138.0,42.0,18.0,120,ADELAIDE TV1,-33.304722222222225,138.70499999999998
Craigmore/Hillbank,ABC39,606.5,National,138944,Broadcast Site Lot 100 Uley Road ELIZABETH DOWNS,34.0,41.0,43.0,138.0,42.0,18.0,,,-33.304722222222225,138.70499999999998
Eildon,ABC34,571.5,National,40664,Broadcast Australia Site  WIGHTMANS HILL,37.0,16.0,36.0,145.0,51.0,1.0,,,-36.723333333333336,145.85027777777776
Eildon,AMV35,578.5,Commercial,40664,Broadcast Australia Site  WIGHTMANS HILL,37.0,16.0,36.0,145.0,51.0,1.0,103,REGIONAL VICTORIA TV1,-36.723333333333336,145.85027777777776
Eildon,VTV36,585.5,Commercial,40664,Broadcast Australia Site  WIGHTMANS HILL,37.0,16.0,36.0,145.0,51.0,1.0,107,REGIONAL VICTORIA TV1,-36.723333333333336,145.85027777777776
Eildon,SBS37,592.5,National,40664,Broadcast Australia Site  WIGHTMANS HILL,37.0,16.0,36.0,145.0,51.0,1.0,,,-36.723333333333336,145.85027777777776
Eildon,GLV38,599.5,Commercial,40664,Broadcast Australia Site  WIGHTMANS HILL,37.0,16.0,36.0,145.0,51.0,1.0,106,EASTERN VICTORIA TV1,-36.723333333333336,145.85027777777776
Eildon Town,ABC41,620.5,National,150844,Broadcast Site Dog Hill 1 km W of EILDON,37.0,14.0,22.0,145.0,53.0,5.0,,,-36.760555555555555,145.88472222222222
Eildon Town,SBS42,627.5,National,150844,Broadcast Site Dog Hill 1 km W of EILDON,37.0,14.0,22.0,145.0,53.0,5.0,,,-36.760555555555555,145.88472222222222
Eudunda,SBS34,571.5,Retransmission,24257,CFS/Broadcasting Tower Julia Road EUDUNDA,34.0,10.0,13.0,139.0,4.0,1.0,,,-33.82972222222222,139.06694444444443
Eudunda,SAS35,578.5,Retransmission,24257,CFS/Broadcasting Tower Julia Road EUDUNDA,34.0,10.0,13.0,139.0,4.0,1.0,,,-33.82972222222222,139.06694444444443
Eudunda,NWS36,585.5,Retransmission,24257,CFS/Broadcasting Tower Julia Road EUDUNDA,34.0,10.0,13.0,139.0,4.0,1.0,,,-33.82972222222222,139.06694444444443
Eudunda,ADS37,592.5,Retransmission,24257,CFS/Broadcasting Tower Julia Road EUDUNDA,34.0,10.0,13.0,139.0,4.0,1.0,,,-33.82972222222222,139.06694444444443
Eudunda,ABC39,606.5,Retransmission,24257,CFS/Broadcasting Tower Julia Road EUDUNDA,34.0,10.0,13.0,139.0,4.0,1.0,,,-33.82972222222222,139.06694444444443
Falls Creek,SBS40,613.5,Retransmission,153160,Broadcast Site Gebi`s Ski Hire  3 Bogong High Plains Rd FALLS CREEK,36.0,51.0,44.0,147.0,16.0,36.0,,,-35.13777777777778,147.27666666666667
Falls Creek,ABC41,620.5,Retransmission,153160,Broadcast Site Gebi`s Ski Hire  3 Bogong High Plains Rd FALLS CREEK,36.0,51.0,44.0,147.0,16.0,36.0,,,-35.13777777777778,147.27666666666667
Falls Creek,AMV42,627.5,Retransmission,153160,Broadcast Site Gebi`s Ski Hire  3 Bogong High Plains Rd FALLS CREEK,36.0,51.0,44.0,147.0,16.0,36.0,,,-35.13777777777778,147.27666666666667
Falls Creek,VTV43,634.5,Retransmission,153160,Broadcast Site Gebi`s Ski Hire  3 Bogong High Plains Rd FALLS CREEK,36.0,51.0,44.0,147.0,16.0,36.0,,,-35.13777777777778,147.27666666666667
Falls Creek,GLV44,641.5,Retransmission,153160,Broadcast Site Gebi`s Ski Hire  3 Bogong High Plains Rd FALLS CREEK,36.0,51.0,44.0,147.0,16.0,36.0,,,-35.13777777777778,147.27666666666667
Ferntree Gully,SBS40,613.5,National,10005820,TXA Ferntree Gully Site Monopole 1 Bruce Crescent FERNTREE GULLY,37.0,52.0,53.0,145.0,17.0,27.0,,,-36.11861111111111,145.29083333333332
Ferntree Gully,HSV41,620.5,Commercial,10005820,TXA Ferntree Gully Site Monopole 1 Bruce Crescent FERNTREE GULLY,37.0,52.0,53.0,145.0,17.0,27.0,102,MELBOURNE TV1,-36.11861111111111,145.29083333333332
Ferntree Gully,ABC43,634.5,National,10005820,TXA Ferntree Gully Site Monopole 1 Bruce Crescent FERNTREE GULLY,37.0,52.0,53.0,145.0,17.0,27.0,,,-36.11861111111111,145.29083333333332
Ferntree Gully,GTV44,641.5,Commercial,10005820,TXA Ferntree Gully Site Monopole 1 Bruce Crescent FERNTREE GULLY,37.0,52.0,53.0,145.0,17.0,27.0,101,MELBOURNE TV1,-36.11861111111111,145.29083333333332
Ferntree Gully,ATV45,648.5,Commercial,10005820,TXA Ferntree Gully Site Monopole 1 Bruce Crescent FERNTREE GULLY,37.0,52.0,53.0,145.0,17.0,27.0,100,MELBOURNE TV1,-36.11861111111111,145.29083333333332
Foster,SBS40,613.5,National,40934,Monopole  Broadcast Site Off South Gippsland Highway FOSTER NORTH,38.0,37.0,8.0,146.0,10.0,26.0,,,-37.38111111111111,146.17388888888888
Foster,ABC41,620.5,National,40934,Monopole  Broadcast Site Off South Gippsland Highway FOSTER NORTH,38.0,37.0,8.0,146.0,10.0,26.0,,,-37.38111111111111,146.17388888888888
Foster,GLV43,634.5,Commercial,40934,Monopole  Broadcast Site Off South Gippsland Highway FOSTER NORTH,38.0,37.0,8.0,146.0,10.0,26.0,106,EASTERN VICTORIA TV1,-37.38111111111111,146.17388888888888
Foster,VTV44,641.5,Commercial,40934,Monopole  Broadcast Site Off South Gippsland Highway FOSTER NORTH,38.0,37.0,8.0,146.0,10.0,26.0,107,REGIONAL VICTORIA TV1,-37.38111111111111,146.17388888888888
